FY,Source,Base.FY,Public.Law.Title,dod.deflator.Value
2003,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,74.61
2004,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,76.5
2005,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,79.2
2006,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,81.15
2007,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,82.72
2008,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,84.65
2009,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,85.66
2010,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,87.24
2011,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,88.99
2012,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,90.57
2013,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,92.14
2014,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,93.21
2015,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,94.43
2016,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,95.09
2017,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,96.61
2018,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,98.29
2019,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,100
2020,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,101.89
2021,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,103.87
2022,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,105.91
2023,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Family.Housing,107.96
1970,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,18.17
1971,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,NA
1972,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,NA
1973,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,NA
1974,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,NA
1975,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,25.04
1976,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,26.91
1977,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,29.12
1978,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,31.19
1979,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,34.02
1980,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,37.63
1981,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,41.62
1982,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,44.78
1983,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,46.57
1984,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,48.34
1985,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,49.99
1986,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,51.39
1987,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,52.77
1988,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,54.36
1989,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,56.64
1990,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,58.96
1991,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,61.5
1992,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,61.72
1993,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,63
1994,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,63.37
1995,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,65.39
1996,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,65.13
1997,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,68.38
1998,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,66.83
1999,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,70.95
2e3,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,72
2001,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,73.25
2002,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,73.91
2003,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,74.89
2004,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,76.45
2005,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,78.63
2006,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,80.96
2007,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,82.96
2008,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,84.83
2009,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,87.23
2010,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,87.69
2011,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,88.39
2012,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,90.39
2013,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,91.45
2014,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,92.86
2015,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,93.89
2016,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,95.12
2017,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,96.73
2018,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,98.3
2019,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,100
2020,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,101.92
2021,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,103.95
2022,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,106.03
2023,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Revolving...Management.Funds,108.15
1970,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,18.17
1971,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,19
1972,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,19.73
1973,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,20.55
1974,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,21.76
1975,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,25.04
1976,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,26.91
1977,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,29.12
1978,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,31.19
1979,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,34.02
1980,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,37.63
1981,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,41.62
1982,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,44.78
1983,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,46.57
1984,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,48.34
1985,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,49.99
1986,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,51.39
1987,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,52.77
1988,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
1989,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
1990,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
1991,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
1992,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
1993,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
1994,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
1995,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
1996,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
1997,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
1998,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
1999,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2e3,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2001,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2002,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2003,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2004,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2005,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2006,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2007,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2008,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2009,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2010,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2011,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2012,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2013,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2014,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2015,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2016,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2017,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2018,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2019,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2020,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2021,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2022,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
2023,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Special.Foreign.Currency,NA
1970,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,18.17
1971,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,19
1972,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,19.73
1973,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,20.55
1974,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,21.76
1975,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,25.04
1976,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,26.91
1977,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,29.12
1978,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,31.19
1979,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,34.02
1980,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,37.63
1981,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,41.62
1982,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,44.78
1983,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,46.57
1984,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,48.34
1985,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,49.99
1986,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,51.39
1987,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,52.77
1988,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,54.36
1989,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,56.64
1990,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,58.96
1991,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,61.5
1992,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,63.34
1993,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,64.86
1994,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,66.16
1995,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,67.42
1996,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,68.77
1997,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,70
1998,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,70.49
1999,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,71.06
2e3,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,72.05
2001,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,73.42
2002,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,74.01
2003,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,74.75
2004,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,76.24
2005,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,78.38
2006,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,80.81
2007,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,82.99
2008,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,84.98
2009,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,86.26
2010,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,86.95
2011,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,88.69
2012,Table 5-6:  DEPARTMENT OF DEFENSE DEFLATORS - BUDGET AUTHORITY BY PUBLIC LAW TITLE,2019,Offsetting.Receipts,90.28
