source.table,budget.type,deflator.type,pay.category,pay.type,FY,amount
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2000,81161000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2000,21165000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2000,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2000,27708000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2000,135417000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2000,141479000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2001,43241000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2001,45619000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2001,11308000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2001,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2001,19961000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2001,92770000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2001,106529000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2001,68227000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2001,81918000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2001,20306000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2001,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2001,28803000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2001,151275000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2001,155013000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2002,45864000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2002,48698000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2002,13355000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2002,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2002,24905000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2002,97615000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2002,115196000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2002,69182000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2002,81802000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2002,22433000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2002,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2002,35635000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2002,159691000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2002,165113000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2003,47346000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2003,51144000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2003,13507000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2003,7695000000
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2003,36716000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2003,141131000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2003,140261000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2003,68605000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2003,82054000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2003,21670000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2003,14294000000
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2003,51910000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2003,217754000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2003,197088000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2004,50305000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2004,62348000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2004,14096000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2004,8307000000
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2004,31361000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2004,153406000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2004,151188000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2004,70022000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2004,96044000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2004,21714000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2004,14808000000
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2004,43398000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2004,228682000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2004,207216000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2005,53535000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2005,63039000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2005,14592000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2005,10065000000
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2005,33584000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2005,138948000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2005,170151000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2005,71998000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2005,93824000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2005,21718000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2005,17218000000
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2005,45186000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2005,196682000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2005,226981000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2006,57222000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2006,64603000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2006,14211000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2006,10135000000
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2006,39533000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2006,166425000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2006,184332000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2006,74643000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2006,93262000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2006,20516000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2006,16656000000
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2006,51634000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2006,225785000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2006,239920000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2007,58148000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2007,65634000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2007,15261000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2007,11231000000
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2007,39631000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2007,190875000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2007,221468000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2007,74218000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2007,92258000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2007,21451000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2007,17729000000
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2007,50429000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2007,251472000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2007,282373000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2008,61296000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2008,69043000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2008,16106000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2008,11185000000
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2008,42699000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2008,214088000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2008,259070000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2008,75590000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2008,93768000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2008,21874000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2008,16930000000
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2008,53152000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2008,271983000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2008,325095000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2009,66424000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2009,71549000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2009,17493000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2009,10351000000
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2009,49898000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2009,213680000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2009,235130000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2009,78839000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2009,93524000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2009,22865000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2009,15210000000
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2009,61277000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2009,271270000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2009,290994000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2010,67753000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2010,74827000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2010,20307000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2010,8960000000
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2010,53006000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2010,238299000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2010,232522000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2010,78840000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2010,94593000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2010,25672000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2010,12721000000
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2010,64430000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2010,294013000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2010,283390000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2011,70977000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2011,75280000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2011,20796000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2011,11010000000
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2011,51303000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2011,245426000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2011,215988000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2011,82592000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2011,93851000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2011,25927000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2011,15177000000
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2011,61159000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2011,294647000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2011,258795000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2012,72612000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2012,75688000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2012,21776000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2012,10845000000
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2012,50043000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2012,232129000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2012,192295000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2012,84494000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2012,92874000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2012,26720000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2012,14430000000
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2012,58635000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2012,272973000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2012,226870000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2013,71919000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2013,76266000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2013,20408000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2013,8297000000
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2013,48560000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2013,199288000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2013,160623000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2013,83687000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2013,92020000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2013,24624000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2013,10739000000
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2013,56054000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2013,229328000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2013,186845000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2014,68730000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2014,74320000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2014,20339000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2014,7436000000
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2014,48092000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2014,213145000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2014,163679000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2014,79421000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2014,88608000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2014,24249000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2014,9408000000
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2014,54733000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2014,242701000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2014,187815000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2015,67819000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2015,72478000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2015,19653000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2015,7023000000
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2015,46705000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2015,194645000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2015,162521000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2015,77592000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2015,85557000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2015,23199000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2015,8660000000
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2015,52567000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2015,219605000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2015,183862000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2016,70190000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2016,72513000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2016,19322000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2016,6629000000
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2016,46982000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2016,193725000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2016,186363000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2016,79353000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2016,84582000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2016,22539000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2016,7898000000
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2016,52204000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2016,218585000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2016,207411000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2017,72146000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2017,74137000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2017,18166000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2017,6961000000
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2017,46884000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2017,212248000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2017,195699000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2017,80043000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2017,84864000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2017,20795000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2017,8044000000
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2017,51180000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2017,234328000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2017,213798000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2018,72992000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2018,75582000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2018,18271000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2018,8147000000
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2018,48855000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2018,231831000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2018,238776000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2018,79394000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2018,84573000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2018,20444000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2018,9239000000
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2018,52211000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2018,249955000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2018,256158000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2019,77818000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2019,77856000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2019,20153000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2019,7533000000
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2019,51751000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2019,235171000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2019,242265000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2019,83065000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2019,84910000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2019,21979000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2019,8359000000
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2019,54332000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2019,247717000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2019,255641000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2020,81368000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2020,82031000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2020,21627000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2020,7817000000
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2020,51873000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2020,244435000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2020,249604000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2020,84489000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2020,86857000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,2020,22900000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2020,8292000000
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,2020,53723000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,2020,253475000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,2020,259046000000
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,2021,82767000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,2021,82650000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,2021,25012000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2021,8376000000
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,2021,56076000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,2021,217089000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,2021,241881000000
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,2021,84588000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,2021,84965000000
