source.table,budget.type,deflator.type,pay.category,pay.type,FY,amount
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,1975,3391000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,1975,13972000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,1975,25141000000
tbl.6.09.BA.by.Pay.Category,BA,current,OCO.place.holder,other,1975,0
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,1975,79962000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,1975,138703000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,1975,30293000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1975,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,1975,13971000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,1975,66993000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,1975,98716000000
tbl.6.09.BA.by.Pay.Category,BA,constant,OCO.place.holder,other,1975,0
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,1976,16418000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,1976,21885000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,1976,7326000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1976,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,1976,3544000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,1976,15640000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,1976,30695000000
tbl.6.09.BA.by.Pay.Category,BA,current,OCO.place.holder,other,1976,0
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,1976,79162000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,1976,133683000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,1976,31972000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1976,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,1976,13439000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,1976,66916000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,1976,109179000000
tbl.6.09.BA.by.Pay.Category,BA,constant,OCO.place.holder,other,1976,0
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,1977,17549000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,1977,22598000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,1977,8238000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1977,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,1977,3520000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,1977,18260000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,1977,38173000000
tbl.6.09.BA.by.Pay.Category,BA,current,OCO.place.holder,other,1977,0
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,1977,77800000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,1977,130710000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,1977,33945000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1977,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,1977,12508000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,1977,73345000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,1977,131692000000
tbl.6.09.BA.by.Pay.Category,BA,constant,OCO.place.holder,other,1977,0
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,1978,18854000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,1978,23815000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,1978,9180000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1978,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,1978,3430000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,1978,19964000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,1978,40079000000
tbl.6.09.BA.by.Pay.Category,BA,current,OCO.place.holder,other,1978,0
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,1978,77383000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,1978,128788000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,1978,35181000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1978,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,1978,11327000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,1978,73400000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,1978,126707000000
tbl.6.09.BA.by.Pay.Category,BA,constant,OCO.place.holder,other,1978,0
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,1979,20494000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,1979,25084000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,1979,10283000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1979,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,1979,3619000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,1979,20558000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,1979,44967000000
tbl.6.09.BA.by.Pay.Category,BA,current,OCO.place.holder,other,1979,0
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,1979,79428000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,1979,128149000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,1979,36402000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1979,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,1979,10921000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,1979,70205000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,1979,129025000000
tbl.6.09.BA.by.Pay.Category,BA,constant,OCO.place.holder,other,1979,0
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,1980,22262000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,1980,26854000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,1980,11965000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1980,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,1980,4160000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,1980,27567000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,1980,49813000000
tbl.6.09.BA.by.Pay.Category,BA,current,OCO.place.holder,other,1980,0
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,1980,80761000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,1980,128050000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,1980,37789000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1980,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,1980,11366000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,1980,74874000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,1980,130437000000
tbl.6.09.BA.by.Pay.Category,BA,constant,OCO.place.holder,other,1980,0
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,1981,23775000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,1981,31067000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,1981,13840000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1981,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,1981,5841000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,1981,37227000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,1981,66614000000
tbl.6.09.BA.by.Pay.Category,BA,current,OCO.place.holder,other,1981,0
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,1981,79311000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,1981,129918000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,1981,39307000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1981,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,1981,14538000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,1981,91606000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,1981,161552000000
tbl.6.09.BA.by.Pay.Category,BA,constant,OCO.place.holder,other,1981,0
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,1982,26065000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,1982,36930000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,1982,14986000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1982,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,1982,5945000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,1982,41958000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,1982,87866000000
tbl.6.09.BA.by.Pay.Category,BA,current,OCO.place.holder,other,1982,0
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,1982,84732000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,1982,132851000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,1982,39938000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1982,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,1982,13853000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,1982,96370000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,1982,201411000000
tbl.6.09.BA.by.Pay.Category,BA,constant,OCO.place.holder,other,1982,0
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,1983,27762000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,1983,39090000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,1983,16155000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1983,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,1983,6597000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,1983,43620000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,1983,106249000000
tbl.6.09.BA.by.Pay.Category,BA,current,OCO.place.holder,other,1983,0
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,1983,85596000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,1983,134515000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,1983,40696000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1983,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,1983,14790000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,1983,99536000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,1983,233313000000
tbl.6.09.BA.by.Pay.Category,BA,constant,OCO.place.holder,other,1983,0
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,1984,29452000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,1984,41367000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,1984,16503000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1984,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,1984,6996000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,1984,47815000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,1984,116018000000
tbl.6.09.BA.by.Pay.Category,BA,current,OCO.place.holder,other,1984,0
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,1984,87258000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,1984,135775000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,1984,40207000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1984,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,1984,15126000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,1984,108652000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,1984,246548000000
tbl.6.09.BA.by.Pay.Category,BA,constant,OCO.place.holder,other,1984,0
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,1985,31404000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,1985,43967000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,1985,17072000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1985,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,1985,6734000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,1985,55550000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,1985,132075000000
tbl.6.09.BA.by.Pay.Category,BA,current,OCO.place.holder,other,1985,0
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,1985,89979000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,1985,137182000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,1985,40562000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1985,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,1985,14099000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,1985,123482000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,1985,272315000000
tbl.6.09.BA.by.Pay.Category,BA,constant,OCO.place.holder,other,1985,0
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,1986,32161000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,1986,46220000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,1986,17415000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1986,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,1986,4160000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,1986,51823000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,1986,129611000000
tbl.6.09.BA.by.Pay.Category,BA,current,OCO.place.holder,other,1986,0
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,1986,90190000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,1986,138257000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,1986,40638000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1986,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,1986,8472000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,1986,114985000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,1986,259226000000
tbl.6.09.BA.by.Pay.Category,BA,constant,OCO.place.holder,other,1986,0
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,1987,34095000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,1987,47713000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,1987,18241000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1987,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,1987,8056000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,1987,52247000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,1987,119117000000
tbl.6.09.BA.by.Pay.Category,BA,current,OCO.place.holder,other,1987,0
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,1987,90015000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,1987,139606000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,1987,41123000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1987,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,1987,15959000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,1987,114092000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,1987,230793000000
tbl.6.09.BA.by.Pay.Category,BA,constant,OCO.place.holder,other,1987,0
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,1988,35851000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,1988,49494000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,1988,18265000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1988,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,1988,8826000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,1988,50887000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,1988,120431000000
tbl.6.09.BA.by.Pay.Category,BA,current,OCO.place.holder,other,1988,0
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,1988,89003000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,1988,138016000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,1988,40487000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1988,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,1988,16934000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,1988,109460000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,1988,224872000000
tbl.6.09.BA.by.Pay.Category,BA,constant,OCO.place.holder,other,1988,0
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,1989,37612000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,1989,50920000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,1989,18466000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1989,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,1989,9091000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,1989,53762000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,1989,120986000000
tbl.6.09.BA.by.Pay.Category,BA,current,OCO.place.holder,other,1989,0
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,1989,87865000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,1989,137035000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,1989,40145000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1989,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,1989,16742000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,1989,111838000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,1989,217819000000
tbl.6.09.BA.by.Pay.Category,BA,constant,OCO.place.holder,other,1989,0
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,1990,39806000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,1990,52844000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,1990,16248000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1990,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,1990,9784000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,1990,53484000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,1990,120833000000
tbl.6.09.BA.by.Pay.Category,BA,current,OCO.place.holder,other,1990,0
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,1990,88637000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,1990,134848000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,1990,39632000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1990,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,1990,17312000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,1990,108591000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,1990,210289000000
tbl.6.09.BA.by.Pay.Category,BA,constant,OCO.place.holder,other,1990,0
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,1991,41139000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,1991,53520000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,1991,17201000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1991,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,1991,13493000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,1991,39997000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,1991,110859000000
tbl.6.09.BA.by.Pay.Category,BA,current,OCO.place.holder,other,1991,0
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,1991,88106000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,1991,130282000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,1991,40675000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1991,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,1991,22956000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,1991,75826000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,1991,187486000000
tbl.6.09.BA.by.Pay.Category,BA,constant,OCO.place.holder,other,1991,0
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,1992,41779000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,1992,54084000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,1992,15913000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1992,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,1992,11225000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,1992,55934000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,1992,102948000000
tbl.6.09.BA.by.Pay.Category,BA,current,OCO.place.holder,other,1992,0
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,1992,85893000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,1992,127212000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,1992,37013000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1992,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,1992,18567000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,1992,102556000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,1992,170270000000
tbl.6.09.BA.by.Pay.Category,BA,constant,OCO.place.holder,other,1992,0
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,1993,44168000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,1993,52377000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.retired.pay.accrual,pay,1993,13029000000
tbl.6.09.BA.by.Pay.Category,BA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1993,0
tbl.6.09.BA.by.Pay.Category,BA,current,other.military.personnel,non.pay,1993,10569000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.operations,non.pay,1993,55058000000
tbl.6.09.BA.by.Pay.Category,BA,current,non.pay.investment,non.pay,1993,92202000000
tbl.6.09.BA.by.Pay.Category,BA,current,OCO.place.holder,other,1993,0
tbl.6.09.BA.by.Pay.Category,BA,constant,civilian.pay,pay,1993,87459000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.pay,pay,1993,117427000000
tbl.6.09.BA.by.Pay.Category,BA,constant,military.retired.pay.accrual,pay,1993,29210000000
tbl.6.09.BA.by.Pay.Category,BA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1993,0
tbl.6.09.BA.by.Pay.Category,BA,constant,other.military.personnel,non.pay,1993,17087000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.operations,non.pay,1993,111020000000
tbl.6.09.BA.by.Pay.Category,BA,constant,non.pay.investment,non.pay,1993,149490000000
tbl.6.09.BA.by.Pay.Category,BA,constant,OCO.place.holder,other,1993,0
tbl.6.09.BA.by.Pay.Category,BA,current,civilian.pay,pay,1994,43580000000
tbl.6.09.BA.by.Pay.Category,BA,current,military.pay,pay,1994,49235000000
